Sample,Subgroup,1:149369522-149394958,1:193480150-193527058,5:140203440-140221835,5:150224239-152555267,5:152572508-153979903,5:154006451-157875296,6:31564655-32119501,6:32732764-32738443,6:39777677-40701218,6:40747924-42826227,6:64633346-64705894,6:64750730-65951879,6:66247043-66553014,6:69820589-70731852,6:131304839-132036965,6:133447975-135173194,6:135520431-136095714,8:36512939-36612488,8:38168564-38303346,8:42123757-42175380,8:115852788-116921245,8:117915188-119933236,9:42913008-43066618,10:16276793-18410505,11:80263397-80790766,11:82599955-82867442,11:83733321-85064586,12:9528590-9585156,12:44923991-45851001,12:45861893-47611599,12:64727853-66012212,12:70462057-70560603,12:75396411-75693696,12:84542006-85443011,12:85450052-85962613,12:85986743-87258350,15:32447707-32511475,15:32605086-32654561,16:2505009-4665784,16:4670009-9018298,16:30561643-31835555,16:67314736-68371045,16:68710277-68751390,16:68880321-69381055,16:69391442-69397102,16:69763173-70593293,17:35076296-35282086,17:39280577-40847517,17:40859120-40926154,17:41062669-41447005,17:41458670-41494331,17:41983407-42049540,17:42161364-42296514,17:43036086-43085236,17:43100477-43148025,17:52205885-52455229,17:56184200-56439989,17:77442683-77478901,18:28288419-29558913,20:32696760-33365924,22:37683612-37705310,22:41221190-41290227,22:41293579-41298170,23:3229-45135
Array.55,HER2+,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,1,1,0,0,1,0,-1,-1,1,-1,-1,-1,1
Array.141,HR+,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0
Array.159,Triple Neg,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,2,2,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,1,1,1,2,2,-1,1,0,0,0,0,0
Array.52,HR+,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,-1,0,0,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,2,1,0,0,-1,0,0,1
Array.88,Triple Neg,1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,-1,1,1,1,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,-1,-1,1,-1,0,0,1
Array.152,HER2+,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,1,1,1,2,0,1,1,1,1,1,-1,-1,2,1,0,0,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,1,-1,-1,-1,0,0,-1,-1,0,-1,0,0,0
Array.50,Triple Neg,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,1,1,1
Array.23,HR+,2,1,-1,-1,-1,-1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,2,1,1,1,-1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
Array.68,HER2+,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,2,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,1
Array.153,Triple Neg,0,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,0
Array.142,HR+,2,1,1,1,1,1,1,1,1,1,-1,1,1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1
Array.144,HER2+,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
Array.37,HR+,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0
Array.78,HER2+,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,-1,-1,-1,0
Array.82,HR+,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,-1,0,0,0,1,1,1,1,1,1,1,-1,0,-1,1,1,1,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,2,-1,0,0,-1
Array.75,HER2+,-1,0,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,1,0,-1,-1,-1,-1,1,0,0,0,0,-1,0,0,1,-1,-1,0,0,0,0,-1,0,0,0,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0
Array.139,HER2+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,1,1,1,1,2,1,-1,-1,0,0,0,0,0
Array.2,HR+,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,1,0,-1,0,-1,-1,-1,-1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,0,-1,0,0,0,1,1,-1,-1,1,0,-1,-1,-1
Array.60,HR+,2,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
Array.38,Triple Neg,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,2,2,1,1,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1
Array.72,HER2+,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,2,1,0,0,1,0,0,-1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0
Array.104,Triple Neg,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Array.137,HR+,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0
Array.145,Triple Neg,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,1,1,1,1,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,-1
Array.31,Triple Neg,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,0,2,2,2,1,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,2,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,-1,1,1,1
Array.135,Triple Neg,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Array.111,Triple Neg,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,-1,1,1,2,2,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,-1,1,1,1
Array.7,HR+,1,-1,-1,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,2,0,0,0,0,-1,-1,-1,0
Array.21,HER2+,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
Array.59,HR+,1,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,2,0,1,1,1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0
Array.71,Triple Neg,1,1,-1,-1,-1,-1,0,0,0,2,-1,-1,1,0,0,0,1,0,0,0,2,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,1
Array.47,Triple Neg,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,-1,-1,-1,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,0,1,1,1,1
Array.107,Triple Neg,2,1,-1,-1,-1,-1,1,1,1,1,1,1,1,0,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0
Array.89,HR+,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Array.30,Triple Neg,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,-1,1,1,1
Array.35,HR+,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1
Array.10,HER2+,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,2,1,1,2,-1,0,1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1
Array.123,HR+,2,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,2,2,1,0,0,0,0,0,0,0,2,2,2,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,-1
Array.100,HR+,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0
Array.134,HR+,-1,1,0,0,0,0,1,1,1,1,1,1,1,1,-1,-1,-1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,0
Array.130,HER2+,2,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,0,1
