Sample,Subgroup,1:120313797-120384620,1:145820605-146012014,1:149369522-149394958,1:193480150-193527058,2:61025070-61061211,5:150148732-150201145,5:154006451-157875296,6:32732764-32738443,6:69820589-70731852,6:131304839-132036965,6:133447975-135173194,6:135286400-135498058,6:135520431-136095714,8:42123757-42175380,8:42191493-42325689,8:97415915-97633935,8:98721543-100441109,8:145962567-146264846,9:7319454-7723767,9:42913008-43066618,11:78137964-78627898,11:80263397-80790766,11:82599955-82867442,11:83733321-85064586,12:44923991-45851001,12:45861893-47611599,12:60060494-62081511,12:64727853-66012212,12:66035532-66948440,12:70462057-70560603,12:70574871-71644041,12:72645832-73204852,12:85450052-85962613,12:85986743-87258350,14:53877628-54699527,14:54705831-57591863,15:19109124-19465359,15:32447707-32511475,15:32605086-32654561,16:41636-151666,16:191307-2499608,16:2505009-4665784,16:4670009-9018298,16:67314736-68371045,16:68710277-68751390,16:69391442-69397102,16:69417987-69744010,17:35076296-35282086,17:39280577-40847517,17:40859120-40926154,17:41062669-41447005,17:41527705-41566540,17:41577520-41644979,17:41983407-42049540,17:42161364-42296514,17:43036086-43085236,17:43100477-43148025,17:47941897-47991776,17:48032081-48363259,17:48882141-49169293,17:52115865-52175252,17:52205885-52455229,20:771302-1487457,20:32696760-33365924,22:26999547-27819338,22:27829159-28903600,22:28922568-30224848,22:30243922-31511793,22:31521603-32950474,22:37683612-37705310,22:39323749-40065743,22:41221190-41290227,22:41293579-41298170
Array.159,Triple Neg,0,1,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,0,0,2,2,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,2,2,-1,0,1,1,1,1,1,0,0,0,0
Array.52,HR+,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,0,0,0,-1,0,0,0
Array.88,Triple Neg,0,1,1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,-1,0,0,0
Array.152,HER2+,0,0,0,0,0,-1,-1,0,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,2,0,0,1,1,1,1,1,1,1,1,0,0,1,-1,-1,1,1,1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0
Array.23,HR+,1,1,2,1,0,-1,-1,1,-1,-1,-1,-1,-1,2,2,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Array.153,Triple Neg,0,1,0,0,0,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,2,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,-1,0,0,0,0,0,0,0,0,0,0
Array.142,HR+,0,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Array.144,HER2+,0,1,-1,1,-1,0,0,0,0,0,0,0,0,-1,-1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0
Array.37,HR+,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
Array.82,HR+,0,1,-1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,-1,0,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,-1,1,1,1,1,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,2,0,0,0,0,0,-1,0,0,0
Array.75,HER2+,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,1,1,1,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,-1,0,1,-1,-1,0,0,0,0,0,-1,0,0,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0
Array.139,HER2+,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,-1,-1,0,2,-1,-1,-1,-1,-1,1,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
Array.60,HR+,0,0,2,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
Array.72,HER2+,0,-1,1,-1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Array.104,Triple Neg,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Array.145,Triple Neg,0,0,-1,1,1,-1,-1,0,-1,0,0,0,0,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,-1,-1,-1,-1
Array.31,Triple Neg,1,1,0,0,1,0,0,1,1,1,1,1,1,2,2,2,2,0,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,1,2,1,1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,-1,1,1,1
Array.135,Triple Neg,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Array.7,HR+,0,1,1,-1,0,1,1,0,-1,-1,-1,-1,-1,1,-1,1,1,1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,2,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
Array.21,HER2+,0,0,2,0,1,0,0,1,0,0,0,0,0,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,-1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1
Array.71,Triple Neg,1,0,1,1,1,-1,-1,0,0,0,0,0,1,0,0,1,1,2,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
Array.47,Triple Neg,0,0,-1,-1,0,-1,-1,0,-1,0,0,0,0,0,0,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,1,1,1,1
Array.89,HR+,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Array.30,Triple Neg,1,0,-1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-1,-1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,-1,1,1,1
Array.35,HR+,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
Array.10,HER2+,0,1,1,1,0,0,0,0,2,1,1,2,2,1,2,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,-1,-1,0,0,0,-1,-1,-1,1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
Array.123,HR+,0,0,2,1,0,0,0,0,0,-1,-1,-1,-1,0,0,2,2,1,-1,1,0,0,0,0,0,0,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,1,1,0,1,-1,0,0,0,0,0,0,0,0
Array.134,HR+,0,1,-1,1,0,0,0,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,-1,0,0,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Array.130,HER2+,0,0,2,0,0,-1,-1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
